slot,time_label,zone_id,mode,direction,value
36,09:00,7.3,pedestrian,inflow,0
37,09:15,7.3,pedestrian,inflow,0
38,09:30,7.3,pedestrian,inflow,11
39,09:45,7.3,pedestrian,inflow,29
40,10:00,7.3,pedestrian,inflow,2
41,10:15,7.3,pedestrian,inflow,0
42,10:30,7.3,pedestrian,inflow,0
43,10:45,7.3,pedestrian,inflow,0
44,11:00,7.3,pedestrian,inflow,0
45,11:15,7.3,pedestrian,inflow,0
46,11:30,7.3,pedestrian,inflow,0
47,11:45,7.3,pedestrian,inflow,15
48,12:00,7.3,pedestrian,inflow,76
49,12:15,7.3,pedestrian,inflow,7
50,12:30,7.3,pedestrian,inflow,0
51,12:45,7.3,pedestrian,inflow,0
52,13:00,7.3,pedestrian,inflow,17
53,13:15,7.3,pedestrian,inflow,22
54,13:30,7.3,pedestrian,inflow,19
55,13:45,7.3,pedestrian,inflow,0
56,14:00,7.3,pedestrian,inflow,0
57,14:15,7.3,pedestrian,inflow,0
58,14:30,7.3,pedestrian,inflow,0
59,14:45,7.3,pedestrian,inflow,0
60,15:00,7.3,pedestrian,inflow,0
61,15:15,7.3,pedestrian,inflow,8
62,15:30,7.3,pedestrian,inflow,44
63,15:45,7.3,pedestrian,inflow,35
64,16:00,7.3,pedestrian,inflow,0
65,16:15,7.3,pedestrian,inflow,0
66,16:30,7.3,pedestrian,inflow,0
67,16:45,7.3,pedestrian,inflow,0
68,17:00,7.3,pedestrian,inflow,0
69,17:15,7.3,pedestrian,inflow,0
70,17:30,7.3,pedestrian,inflow,15
71,17:45,7.3,pedestrian,inflow,26
72,18:00,7.3,pedestrian,inflow,3
73,18:15,7.3,pedestrian,inflow,0
74,18:30,7.3,pedestrian,inflow,0
75,18:45,7.3,pedestrian,inflow,0
76,19:00,7.3,pedestrian,inflow,0
77,19:15,7.3,pedestrian,inflow,0
78,19:30,7.3,pedestrian,inflow,0
79,19:45,7.3,pedestrian,inflow,0
80,20:00,7.3,pedestrian,inflow,0
81,20:15,7.3,pedestrian,inflow,0
82,20:30,7.3,pedestrian,inflow,0
83,20:45,7.3,pedestrian,inflow,0
84,21:00,7.3,pedestrian,inflow,0
85,21:15,7.3,pedestrian,inflow,0
86,21:30,7.3,pedestrian,inflow,0
87,21:45,7.3,pedestrian,inflow,0
88,22:00,7.3,pedestrian,inflow,0
89,22:15,7.3,pedestrian,inflow,0
90,22:30,7.3,pedestrian,inflow,0
91,22:45,7.3,pedestrian,inflow,0
92,23:00,7.3,pedestrian,inflow,0
93,23:15,7.3,pedestrian,inflow,0
94,23:30,7.3,pedestrian,inflow,0
95,23:45,7.3,pedestrian,inflow,0
0,00:00,7.3,car,inflow,0
1,00:15,7.3,car,inflow,0
2,00:30,7.3,car,inflow,0
3,00:45,7.3,car,inflow,0
4,01:00,7.3,car,inflow,0
5,01:15,7.3,car,inflow,0
6,01:30,7.3,car,inflow,0
7,01:45,7.3,car,inflow,0
8,02:00,7.3,car,inflow,0
9,02:15,7.3,car,inflow,0
10,02:30,7.3,car,inflow,0
11,02:45,7.3,car,inflow,0
12,03:00,7.3,car,inflow,0
13,03:15,7.3,car,inflow,0
14,03:30,7.3,car,inflow,0
15,03:45,7.3,car,inflow,0
16,04:00,7.3,car,inflow,0
17,04:15,7.3,car,inflow,0
18,04:30,7.3,car,inflow,0
19,04:45,7.3,car,inflow,0
20,05:00,7.3,car,inflow,0
21,05:15,7.3,car,inflow,0
22,05:30,7.3,car,inflow,0
23,05:45,7.3,car,inflow,0
24,06:00,7.3,car,inflow,0
25,06:15,7.3,car,inflow,0
26,06:30,7.3,car,inflow,0
27,06:45,7.3,car,inflow,0
28,07:00,7.3,car,inflow,0
29,07:15,7.3,car,inflow,0
30,07:30,7.3,car,inflow,0
31,07:45,7.3,car,inflow,0
32,08:00,7.3,car,inflow,0
33,08:15,7.3,car,inflow,0
34,08:30,7.3,car,inflow,0
35,08:45,7.3,car,inflow,0
36,09:00,7.3,car,inflow,0
37,09:15,7.3,car,inflow,0
38,09:30,7.3,car,inflow,9
39,09:45,7.3,car,inflow,19
40,10:00,7.3,car,inflow,1
41,10:15,7.3,car,inflow,0
42,10:30,7.3,car,inflow,0
43,10:45,7.3,car,inflow,0
44,11:00,7.3,car,inflow,0
45,11:15,7.3,car,inflow,0
46,11:30,7.3,car,inflow,0
47,11:45,7.3,car,inflow,13
48,12:00,7.3,car,inflow,36
49,12:15,7.3,car,inflow,10
50,12:30,7.3,car,inflow,0
51,12:45,7.3,car,inflow,0
52,13:00,7.3,car,inflow,7
53,13:15,7.3,car,inflow,20
54,13:30,7.3,car,inflow,14
55,13:45,7.3,car,inflow,0
56,14:00,7.3,car,inflow,0
57,14:15,7.3,car,inflow,0
58,14:30,7.3,car,inflow,0
59,14:45,7.3,car,inflow,0
60,15:00,7.3,car,inflow,0
61,15:15,7.3,car,inflow,8
62,15:30,7.3,car,inflow,42
63,15:45,7.3,car,inflow,30
64,16:00,7.3,car,inflow,0
65,16:15,7.3,car,inflow,0
66,16:30,7.3,car,inflow,0
67,16:45,7.3,car,inflow,0
68,17:00,7.3,car,inflow,0
69,17:15,7.3,car,inflow,0
70,17:30,7.3,car,inflow,15
71,17:45,7.3,car,inflow,26
72,18:00,7.3,car,inflow,14
73,18:15,7.3,car,inflow,0
74,18:30,7.3,car,inflow,0
75,18:45,7.3,car,inflow,0
76,19:00,7.3,car,inflow,0
77,19:15,7.3,car,inflow,0
78,19:30,7.3,car,inflow,0
79,19:45,7.3,car,inflow,0
80,20:00,7.3,car,inflow,0
81,20:15,7.3,car,inflow,0
82,20:30,7.3,car,inflow,0
83,20:45,7.3,car,inflow,0
84,21:00,7.3,car,inflow,0
85,21:15,7.3,car,inflow,0
86,21:30,7.3,car,inflow,0
87,21:45,7.3,car,inflow,0
88,22:00,7.3,car,inflow,0
89,22:15,7.3,car,inflow,0
90,22:30,7.3,car,inflow,0
91,22:45,7.3,car,inflow,0
92,23:00,7.3,car,inflow,0
93,23:15,7.3,car,inflow,0
94,23:30,7.3,car,inflow,0
95,23:45,7.3,car,inflow,0
0,00:00,7.3,bike,outflow,0
1,00:15,7.3,bike,outflow,0
2,00:30,7.3,bike,outflow,0
3,00:45,7.3,bike,outflow,0
4,01:00,7.3,bike,outflow,0
5,01:15,7.3,bike,outflow,0
6,01:30,7.3,bike,outflow,0
7,01:45,7.3,bike,outflow,0
8,02:00,7.3,bike,outflow,0
9,02:15,7.3,bike,outflow,0
10,02:30,7.3,bike,outflow,0
11,02:45,7.3,bike,outflow,0
12,03:00,7.3,bike,outflow,0
13,03:15,7.3,bike,outflow,0
14,03:30,7.3,bike,outflow,0
15,03:45,7.3,bike,outflow,0
16,04:00,7.3,bike,outflow,0
17,04:15,7.3,bike,outflow,0
18,04:30,7.3,bike,outflow,0
19,04:45,7.3,bike,outflow,0
20,05:00,7.3,bike,outflow,0
21,05:15,7.3,bike,outflow,0
22,05:30,7.3,bike,outflow,0
23,05:45,7.3,bike,outflow,0
24,06:00,7.3,bike,outflow,0
25,06:15,7.3,bike,outflow,0
26,06:30,7.3,bike,outflow,0
27,06:45,7.3,bike,outflow,0
28,07:00,7.3,bike,outflow,0
29,07:15,7.3,bike,outflow,0
30,07:30,7.3,bike,outflow,0
31,07:45,7.3,bike,outflow,0
32,08:00,7.3,bike,outflow,0
33,08:15,7.3,bike,outflow,0
34,08:30,7.3,bike,outflow,0
35,08:45,7.3,bike,outflow,0
36,09:00,7.3,bike,outflow,0
37,09:15,7.3,bike,outflow,0
38,09:30,7.3,bike,outflow,0
39,09:45,7.3,bike,outflow,2
40,10:00,7.3,bike,outflow,3
41,10:15,7.3,bike,outflow,0
42,10:30,7.3,bike,outflow,0
43,10:45,7.3,bike,outflow,0
44,11:00,7.3,bike,outflow,0
45,11:15,7.3,bike,outflow,0
46,11:30,7.3,bike,outflow,0
47,11:45,7.3,bike,outflow,0
48,12:00,7.3,bike,outflow,1
49,12:15,7.3,bike,outflow,2
50,12:30,7.3,bike,outflow,0
51,12:45,7.3,bike,outflow,0
52,13:00,7.3,bike,outflow,5
53,13:15,7.3,bike,outflow,2
54,13:30,7.3,bike,outflow,0
55,13:45,7.3,bike,outflow,0
56,14:00,7.3,bike,outflow,0
57,14:15,7.3,bike,outflow,0
58,14:30,7.3,bike,outflow,0
59,14:45,7.3,bike,outflow,0
60,15:00,7.3,bike,outflow,0
61,15:15,7.3,bike,outflow,2
62,15:30,7.3,bike,outflow,1
63,15:45,7.3,bike,outflow,0
64,16:00,7.3,bike,outflow,0
65,16:15,7.3,bike,outflow,0
66,16:30,7.3,bike,outflow,0
67,16:45,7.3,bike,outflow,0
68,17:00,7.3,bike,outflow,0
69,17:15,7.3,bike,outflow,0
70,17:30,7.3,bike,outflow,1
71,17:45,7.3,bike,outflow,1
72,18:00,7.3,bike,outflow,1
73,18:15,7.3,bike,outflow,0
74,18:30,7.3,bike,outflow,0
75,18:45,7.3,bike,outflow,0
76,19:00,7.3,bike,outflow,0
77,19:15,7.3,bike,outflow,0
78,19:30,7.3,bike,outflow,0
79,19:45,7.3,bike,outflow,0
80,20:00,7.3,bike,outflow,0
81,20:15,7.3,bike,outflow,0
82,20:30,7.3,bike,outflow,0
83,20:45,7.3,bike,outflow,0
84,21:00,7.3,bike,outflow,0
85,21:15,7.3,bike,outflow,0
86,21:30,7.3,bike,outflow,0
87,21:45,7.3,bike,outflow,0
88,22:00,7.3,bike,outflow,0
89,22:15,7.3,bike,outflow,0
90,22:30,7.3,bike,outflow,0
91,22:45,7.3,bike,outflow,0
92,23:00,7.3,bike,outflow,0
93,23:15,7.3,bike,outflow,0
94,23:30,7.3,bike,outflow,0
95,23:45,7.3,bike,outflow,0
0,00:00,7.3,pedestrian,outflow,0
1,00:15,7.3,pedestrian,outflow,0
2,00:30,7.3,pedestrian,outflow,0
3,00:45,7.3,pedestrian,outflow,0
4,01:00,7.3,pedestrian,outflow,0
5,01:15,7.3,pedestrian,outflow,0
6,01:30,7.3,pedestrian,outflow,0
7,01:45,7.3,pedestrian,outflow,0
8,02:00,7.3,pedestrian,outflow,0
9,02:15,7.3,pedestrian,outflow,0
10,02:30,7.3,pedestrian,outflow,0
11,02:45,7.3,pedestrian,outflow,0
12,03:00,7.3,pedestrian,outflow,0
13,03:15,7.3,pedestrian,outflow,0
14,03:30,7.3,pedestrian,outflow,0
15,03:45,7.3,pedestrian,outflow,0
16,04:00,7.3,pedestrian,outflow,0
17,04:15,7.3,pedestrian,outflow,0
18,04:30,7.3,pedestrian,outflow,0
19,04:45,7.3,pedestrian,outflow,0
20,05:00,7.3,pedestrian,outflow,0
21,05:15,7.3,pedestrian,outflow,0
22,05:30,7.3,pedestrian,outflow,0
23,05:45,7.3,pedestrian,outflow,0
24,06:00,7.3,pedestrian,outflow,0
25,06:15,7.3,pedestrian,outflow,0
26,06:30,7.3,pedestrian,outflow,0
27,06:45,7.3,pedestrian,outflow,0
28,07:00,7.3,pedestrian,outflow,0
29,07:15,7.3,pedestrian,outflow,0
30,07:30,7.3,pedestrian,outflow,0
31,07:45,7.3,pedestrian,outflow,0
32,08:00,7.3,pedestrian,outflow,0
33,08:15,7.3,pedestrian,outflow,0
34,08:30,7.3,pedestrian,outflow,0
35,08:45,7.3,pedestrian,outflow,0
36,09:00,7.3,pedestrian,outflow,0
37,09:15,7.3,pedestrian,outflow,0
38,09:30,7.3,pedestrian,outflow,22
39,09:45,7.3,pedestrian,outflow,31
40,10:00,7.3,pedestrian,outflow,6
41,10:15,7.3,pedestrian,outflow,0
42,10:30,7.3,pedestrian,outflow,0
43,10:45,7.3,pedestrian,outflow,0
44,11:00,7.3,pedestrian,outflow,0
45,11:15,7.3,pedestrian,outflow,0
46,11:30,7.3,pedestrian,outflow,0
47,11:45,7.3,pedestrian,outflow,14
48,12:00,7.3,pedestrian,outflow,38
49,12:15,7.3,pedestrian,outflow,13
50,12:30,7.3,pedestrian,outflow,0
51,12:45,7.3,pedestrian,outflow,0
52,13:00,7.3,pedestrian,outflow,22
53,13:15,7.3,pedestrian,outflow,53
54,13:30,7.3,pedestrian,outflow,7
55,13:45,7.3,pedestrian,outflow,0
56,14:00,7.3,pedestrian,outflow,0
57,14:15,7.3,pedestrian,outflow,0
58,14:30,7.3,pedestrian,outflow,0
59,14:45,7.3,pedestrian,outflow,0
60,15:00,7.3,pedestrian,outflow,0
61,15:15,7.3,pedestrian,outflow,11
62,15:30,7.3,pedestrian,outflow,25
63,15:45,7.3,pedestrian,outflow,10
64,16:00,7.3,pedestrian,outflow,0
65,16:15,7.3,pedestrian,outflow,0
66,16:30,7.3,pedestrian,outflow,0
67,16:45,7.3,pedestrian,outflow,0
68,17:00,7.3,pedestrian,outflow,0
69,17:15,7.3,pedestrian,outflow,0
70,17:30,7.3,pedestrian,outflow,10
71,17:45,7.3,pedestrian,outflow,17
72,18:00,7.3,pedestrian,outflow,12
73,18:15,7.3,pedestrian,outflow,0
74,18:30,7.3,pedestrian,outflow,0
75,18:45,7.3,pedestrian,outflow,0
76,19:00,7.3,pedestrian,outflow,0
77,19:15,7.3,pedestrian,outflow,0
78,19:30,7.3,pedestrian,outflow,0
79,19:45,7.3,pedestrian,outflow,0
80,20:00,7.3,pedestrian,outflow,0
81,20:15,7.3,pedestrian,outflow,0
82,20:30,7.3,pedestrian,outflow,0
83,20:45,7.3,pedestrian,outflow,0
84,21:00,7.3,pedestrian,outflow,0
85,21:15,7.3,pedestrian,outflow,0
86,21:30,7.3,pedestrian,outflow,0
87,21:45,7.3,pedestrian,outflow,0
88,22:00,7.3,pedestrian,outflow,0
89,22:15,7.3,pedestrian,outflow,0
90,22:30,7.3,pedestrian,outflow,0
91,22:45,7.3,pedestrian,outflow,0
92,23:00,7.3,pedestrian,outflow,0
93,23:15,7.3,pedestrian,outflow,0
94,23:30,7.3,pedestrian,outflow,0
95,23:45,7.3,pedestrian,outflow,0
0,00:00,7.3,car,outflow,0
1,00:15,7.3,car,outflow,0
2,00:30,7.3,car,outflow,0
3,00:45,7.3,car,outflow,0
4,01:00,7.3,car,outflow,0
5,01:15,7.3,car,outflow,0
6,01:30,7.3,car,outflow,0
7,01:45,7.3,car,outflow,0
8,02:00,7.3,car,outflow,0
9,02:15,7.3,car,outflow,0
10,02:30,7.3,car,outflow,0
11,02:45,7.3,car,outflow,0
12,03:00,7.3,car,outflow,0
13,03:15,7.3,car,outflow,0
14,03:30,7.3,car,outflow,0
15,03:45,7.3,car,outflow,0
16,04:00,7.3,car,outflow,0
17,04:15,7.3,car,outflow,0
18,04:30,7.3,car,outflow,0
19,04:45,7.3,car,outflow,0
20,05:00,7.3,car,outflow,0
21,05:15,7.3,car,outflow,0
22,05:30,7.3,car,outflow,0
23,05:45,7.3,car,outflow,0
24,06:00,7.3,car,outflow,0
25,06:15,7.3,car,outflow,0
26,06:30,7.3,car,outflow,0
27,06:45,7.3,car,outflow,0
28,07:00,7.3,car,outflow,0
29,07:15,7.3,car,outflow,0
30,07:30,7.3,car,outflow,0
31,07:45,7.3,car,outflow,0
32,08:00,7.3,car,outflow,0
33,08:15,7.3,car,outflow,0
34,08:30,7.3,car,outflow,0
35,08:45,7.3,car,outflow,0
36,09:00,7.3,car,outflow,0
37,09:15,7.3,car,outflow,0
38,09:30,7.3,car,outflow,28
39,09:45,7.3,car,outflow,23
40,10:00,7.3,car,outflow,8
41,10:15,7.3,car,outflow,0
42,10:30,7.3,car,outflow,0
43,10:45,7.3,car,outflow,0
44,11:00,7.3,car,outflow,0
45,11:15,7.3,car,outflow,0
46,11:30,7.3,car,outflow,0
47,11:45,7.3,car,outflow,12
48,12:00,7.3,car,outflow,28
49,12:15,7.3,car,outflow,12
50,12:30,7.3,car,outflow,0
51,12:45,7.3,car,outflow,0
52,13:00,7.3,car,outflow,19
53,13:15,7.3,car,outflow,19
54,13:30,7.3,car,outflow,7
55,13:45,7.3,car,outflow,0
56,14:00,7.3,car,outflow,0
57,14:15,7.3,car,outflow,0
58,14:30,7.3,car,outflow,0
59,14:45,7.3,car,outflow,0
60,15:00,7.3,car,outflow,0
61,15:15,7.3,car,outflow,8
62,15:30,7.3,car,outflow,26
63,15:45,7.3,car,outflow,15
64,16:00,7.3,car,outflow,0
65,16:15,7.3,car,outflow,0
66,16:30,7.3,car,outflow,0
67,16:45,7.3,car,outflow,0
68,17:00,7.3,car,outflow,0
69,17:15,7.3,car,outflow,0
70,17:30,7.3,car,outflow,19
71,17:45,7.3,car,outflow,21
72,18:00,7.3,car,outflow,11
73,18:15,7.3,car,outflow,0
74,18:30,7.3,car,outflow,0
75,18:45,7.3,car,outflow,0
76,19:00,7.3,car,outflow,0
77,19:15,7.3,car,outflow,0
78,19:30,7.3,car,outflow,0
79,19:45,7.3,car,outflow,0
80,20:00,7.3,car,outflow,0
81,20:15,7.3,car,outflow,0
82,20:30,7.3,car,outflow,0
83,20:45,7.3,car,outflow,0
84,21:00,7.3,car,outflow,0
85,21:15,7.3,car,outflow,0
86,21:30,7.3,car,outflow,0
87,21:45,7.3,car,outflow,0
88,22:00,7.3,car,outflow,0
89,22:15,7.3,car,outflow,0
90,22:30,7.3,car,outflow,0
91,22:45,7.3,car,outflow,0
92,23:00,7.3,car,outflow,0
93,23:15,7.3,car,outflow,0
94,23:30,7.3,car,outflow,0
95,23:45,7.3,car,outflow,0
0,00:00,7.4,bike,inflow,0
1,00:15,7.4,bike,inflow,0
2,00:30,7.4,bike,inflow,0
3,00:45,7.4,bike,inflow,0
4,01:00,7.4,bike,inflow,0
5,01:15,7.4,bike,inflow,0
6,01:30,7.4,bike,inflow,0
7,01:45,7.4,bike,inflow,0
8,02:00,7.4,bike,inflow,0
9,02:15,7.4,bike,inflow,0
10,02:30,7.4,bike,inflow,0
11,02:45,7.4,bike,inflow,0
12,03:00,7.4,bike,inflow,0
13,03:15,7.4,bike,inflow,0
14,03:30,7.4,bike,inflow,0
15,03:45,7.4,bike,inflow,0
16,04:00,7.4,bike,inflow,0
17,04:15,7.4,bike,inflow,0
18,04:30,7.4,bike,inflow,0
19,04:45,7.4,bike,inflow,0
20,05:00,7.4,bike,inflow,0
21,05:15,7.4,bike,inflow,0
22,05:30,7.4,bike,inflow,0
23,05:45,7.4,bike,inflow,0
24,06:00,7.4,bike,inflow,0
25,06:15,7.4,bike,inflow,0
26,06:30,7.4,bike,inflow,0
27,06:45,7.4,bike,inflow,0
28,07:00,7.4,bike,inflow,0
29,07:15,7.4,bike,inflow,0
30,07:30,7.4,bike,inflow,0
31,07:45,7.4,bike,inflow,1
32,08:00,7.4,bike,inflow,0
33,08:15,7.4,bike,inflow,0
34,08:30,7.4,bike,inflow,0
35,08:45,7.4,bike,inflow,0
36,09:00,7.4,bike,inflow,0
37,09:15,7.4,bike,inflow,0
38,09:30,7.4,bike,inflow,0
39,09:45,7.4,bike,inflow,1
40,10:00,7.4,bike,inflow,2
41,10:15,7.4,bike,inflow,0
42,10:30,7.4,bike,inflow,0
43,10:45,7.4,bike,inflow,0
44,11:00,7.4,bike,inflow,0
45,11:15,7.4,bike,inflow,0
46,11:30,7.4,bike,inflow,0
47,11:45,7.4,bike,inflow,0
48,12:00,7.4,bike,inflow,0
49,12:15,7.4,bike,inflow,0
50,12:30,7.4,bike,inflow,0
51,12:45,7.4,bike,inflow,0
52,13:00,7.4,bike,inflow,0
53,13:15,7.4,bike,inflow,0
54,13:30,7.4,bike,inflow,0
55,13:45,7.4,bike,inflow,0
56,14:00,7.4,bike,inflow,0
57,14:15,7.4,bike,inflow,0
58,14:30,7.4,bike,inflow,0
59,14:45,7.4,bike,inflow,0
60,15:00,7.4,bike,inflow,0
61,15:15,7.4,bike,inflow,0
62,15:30,7.4,bike,inflow,0
63,15:45,7.4,bike,inflow,0
64,16:00,7.4,bike,inflow,0
65,16:15,7.4,bike,inflow,0
66,16:30,7.4,bike,inflow,0
67,16:45,7.4,bike,inflow,0
68,17:00,7.4,bike,inflow,0
69,17:15,7.4,bike,inflow,0
70,17:30,7.4,bike,inflow,0
71,17:45,7.4,bike,inflow,0
72,18:00,7.4,bike,inflow,0
73,18:15,7.4,bike,inflow,0
74,18:30,7.4,bike,inflow,0
75,18:45,7.4,bike,inflow,0
76,19:00,7.4,bike,inflow,0
77,19:15,7.4,bike,inflow,0
78,19:30,7.4,bike,inflow,0
79,19:45,7.4,bike,inflow,0
80,20:00,7.4,bike,inflow,0
81,20:15,7.4,bike,inflow,0
82,20:30,7.4,bike,inflow,0
83,20:45,7.4,bike,inflow,0
84,21:00,7.4,bike,inflow,0
85,21:15,7.4,bike,inflow,0
86,21:30,7.4,bike,inflow,0
87,21:45,7.4,bike,inflow,0
88,22:00,7.4,bike,inflow,0
89,22:15,7.4,bike,inflow,0
90,22:30,7.4,bike,inflow,0
91,22:45,7.4,bike,inflow,0
92,23:00,7.4,bike,inflow,0
93,23:15,7.4,bike,inflow,0
94,23:30,7.4,bike,inflow,0
95,23:45,7.4,bike,inflow,0
0,00:00,7.4,pedestrian,inflow,0
1,00:15,7.4,pedestrian,inflow,0
2,00:30,7.4,pedestrian,inflow,0
3,00:45,7.4,pedestrian,inflow,0
4,01:00,7.4,pedestrian,inflow,0
5,01:15,7.4,pedestrian,inflow,0
6,01:30,7.4,pedestrian,inflow,0
7,01:45,7.4,pedestrian,inflow,0
8,02:00,7.4,pedestrian,inflow,0
9,02:15,7.4,pedestrian,inflow,0
10,02:30,7.4,pedestrian,inflow,0
11,02:45,7.4,pedestrian,inflow,0
12,03:00,7.4,pedestrian,inflow,0
13,03:15,7.4,pedestrian,inflow,0
14,03:30,7.4,pedestrian,inflow,0
15,03:45,7.4,pedestrian,inflow,0
16,04:00,7.4,pedestrian,inflow,0
17,04:15,7.4,pedestrian,inflow,0
18,04:30,7.4,pedestrian,inflow,0
19,04:45,7.4,pedestrian,inflow,0
20,05:00,7.4,pedestrian,inflow,0
21,05:15,7.4,pedestrian,inflow,0
22,05:30,7.4,pedestrian,inflow,0
23,05:45,7.4,pedestrian,inflow,0
24,06:00,7.4,pedestrian,inflow,0
25,06:15,7.4,pedestrian,inflow,0
26,06:30,7.4,pedestrian,inflow,0
27,06:45,7.4,pedestrian,inflow,0
28,07:00,7.4,pedestrian,inflow,0
29,07:15,7.4,pedestrian,inflow,0
30,07:30,7.4,pedestrian,inflow,4
31,07:45,7.4,pedestrian,inflow,1
32,08:00,7.4,pedestrian,inflow,0
33,08:15,7.4,pedestrian,inflow,0
34,08:30,7.4,pedestrian,inflow,0
35,08:45,7.4,pedestrian,inflow,0
36,09:00,7.4,pedestrian,inflow,0
37,09:15,7.4,pedestrian,inflow,0
38,09:30,7.4,pedestrian,inflow,6
39,09:45,7.4,pedestrian,inflow,34
40,10:00,7.4,pedestrian,inflow,5
41,10:15,7.4,pedestrian,inflow,0
42,10:30,7.4,pedestrian,inflow,0
43,10:45,7.4,pedestrian,inflow,0
44,11:00,7.4,pedestrian,inflow,0
45,11:15,7.4,pedestrian,inflow,0
46,11:30,7.4,pedestrian,inflow,4
47,11:45,7.4,pedestrian,inflow,54
48,12:00,7.4,pedestrian,inflow,42
49,12:15,7.4,pedestrian,inflow,4
50,12:30,7.4,pedestrian,inflow,0
51,12:45,7.4,pedestrian,inflow,0
52,13:00,7.4,pedestrian,inflow,2
53,13:15,7.4,pedestrian,inflow,12
54,13:30,7.4,pedestrian,inflow,10
55,13:45,7.4,pedestrian,inflow,0
56,14:00,7.4,pedestrian,inflow,0
57,14:15,7.4,pedestrian,inflow,0
58,14:30,7.4,pedestrian,inflow,0
59,14:45,7.4,pedestrian,inflow,0
60,15:00,7.4,pedestrian,inflow,0
61,15:15,7.4,pedestrian,inflow,13
62,15:30,7.4,pedestrian,inflow,15
63,15:45,7.4,pedestrian,inflow,7
64,16:00,7.4,pedestrian,inflow,0
65,16:15,7.4,pedestrian,inflow,0
66,16:30,7.4,pedestrian,inflow,0
67,16:45,7.4,pedestrian,inflow,0
68,17:00,7.4,pedestrian,inflow,0
69,17:15,7.4,pedestrian,inflow,0
70,17:30,7.4,pedestrian,inflow,14
71,17:45,7.4,pedestrian,inflow,8
72,18:00,7.4,pedestrian,inflow,1
73,18:15,7.4,pedestrian,inflow,0
74,18:30,7.4,pedestrian,inflow,0
75,18:45,7.4,pedestrian,inflow,0
76,19:00,7.4,pedestrian,inflow,0
77,19:15,7.4,pedestrian,inflow,0
78,19:30,7.4,pedestrian,inflow,0
79,19:45,7.4,pedestrian,inflow,0
80,20:00,7.4,pedestrian,inflow,0
81,20:15,7.4,pedestrian,inflow,0
82,20:30,7.4,pedestrian,inflow,0
83,20:45,7.4,pedestrian,inflow,0
84,21:00,7.4,pedestrian,inflow,0
85,21:15,7.4,pedestrian,inflow,0
86,21:30,7.4,pedestrian,inflow,0
87,21:45,7.4,pedestrian,inflow,0
88,22:00,7.4,pedestrian,inflow,0
89,22:15,7.4,pedestrian,inflow,0
90,22:30,7.4,pedestrian,inflow,0
91,22:45,7.4,pedestrian,inflow,0
92,23:00,7.4,pedestrian,inflow,0
93,23:15,7.4,pedestrian,inflow,0
94,23:30,7.4,pedestrian,inflow,0
95,23:45,7.4,pedestrian,inflow,0
0,00:00,7.4,bike,outflow,0
1,00:15,7.4,bike,outflow,0
2,00:30,7.4,bike,outflow,0
3,00:45,7.4,bike,outflow,0
4,01:00,7.4,bike,outflow,0
5,01:15,7.4,bike,outflow,0
6,01:30,7.4,bike,outflow,0
7,01:45,7.4,bike,outflow,0
8,02:00,7.4,bike,outflow,0
9,02:15,7.4,bike,outflow,0
10,02:30,7.4,bike,outflow,0
11,02:45,7.4,bike,outflow,0
12,03:00,7.4,bike,outflow,0
13,03:15,7.4,bike,outflow,0
14,03:30,7.4,bike,outflow,0
15,03:45,7.4,bike,outflow,0
16,04:00,7.4,bike,outflow,0
17,04:15,7.4,bike,outflow,0
18,04:30,7.4,bike,outflow,0
19,04:45,7.4,bike,outflow,0
20,05:00,7.4,bike,outflow,0
21,05:15,7.4,bike,outflow,0
22,05:30,7.4,bike,outflow,0
23,05:45,7.4,bike,outflow,0
24,06:00,7.4,bike,outflow,0
25,06:15,7.4,bike,outflow,0
26,06:30,7.4,bike,outflow,0
27,06:45,7.4,bike,outflow,0
28,07:00,7.4,bike,outflow,0
29,07:15,7.4,bike,outflow,0
30,07:30,7.4,bike,outflow,0
31,07:45,7.4,bike,outflow,0
32,08:00,7.4,bike,outflow,0
33,08:15,7.4,bike,outflow,0
34,08:30,7.4,bike,outflow,0
35,08:45,7.4,bike,outflow,0
36,09:00,7.4,bike,outflow,0
37,09:15,7.4,bike,outflow,0
38,09:30,7.4,bike,outflow,0
39,09:45,7.4,bike,outflow,0
40,10:00,7.4,bike,outflow,0
41,10:15,7.4,bike,outflow,0
42,10:30,7.4,bike,outflow,0
43,10:45,7.4,bike,outflow,0
44,11:00,7.4,bike,outflow,0
45,11:15,7.4,bike,outflow,0
46,11:30,7.4,bike,outflow,0
47,11:45,7.4,bike,outflow,0
48,12:00,7.4,bike,outflow,4
49,12:15,7.4,bike,outflow,0
50,12:30,7.4,bike,outflow,0
51,12:45,7.4,bike,outflow,0
52,13:00,7.4,bike,outflow,0
53,13:15,7.4,bike,outflow,1
54,13:30,7.4,bike,outflow,1
55,13:45,7.4,bike,outflow,0
56,14:00,7.4,bike,outflow,0
57,14:15,7.4,bike,outflow,0
58,14:30,7.4,bike,outflow,0
59,14:45,7.4,bike,outflow,0
60,15:00,7.4,bike,outflow,0
61,15:15,7.4,bike,outflow,0
62,15:30,7.4,bike,outflow,3
63,15:45,7.4,bike,outflow,1
64,16:00,7.4,bike,outflow,0
65,16:15,7.4,bike,outflow,0
66,16:30,7.4,bike,outflow,0
67,16:45,7.4,bike,outflow,0
68,17:00,7.4,bike,outflow,0
69,17:15,7.4,bike,outflow,0
