id,x_gis,y_gis,x_nlogo,y_nlogo
187,163825.14313350068,5398402.665650936,18.372352022403334,50.26819184203703
188,163825.04670964857,5398404.040128099,18.349874314655494,50.55105381513556
189,163826.3008562049,5398447.234087147,18.64223288723838,59.44020003854163
190,163827.17174133845,5398448.297746216,18.845248023896843,59.659096875176175
191,163832.7796505691,5398436.403061707,20.152527727023312,57.211217768573135
192,163831.40895951597,5398436.468856386,19.83300105151642,57.22475805379432
193,163907.92454293175,5398533.746958004,37.66982134551026,77.24420727029323
194,163907.79829333193,5398533.654866907,37.64039085143685,77.22525528604444
195,164113.47174660547,5398213.624738828,85.58566240939834,11.36431854665065
196,164112.37670956255,5398212.792254008,85.33039442243552,11.192996457724647
197,164101.32679015977,5398204.391713947,82.75450833685863,9.464198482123038
198,164100.25486533332,5398203.532003989,82.5046281210316,9.287273567357545
199,164085.05188060587,5398192.8081982555,78.96060617922146,7.08035668959306
200,164083.93263457908,5398192.004237026,78.69969474976565,6.914904642950972
201,164112.39194754467,5398182.5151659725,85.3339466027449,4.962091287160604
202,164111.2745525644,5398181.709026881,85.07346667733816,4.796191045025353
203,164099.18945593658,5398172.990280624,82.25626674023908,3.00190749076215
204,164098.36100807367,5398172.395762538,82.06314430695235,2.879558016093256
205,164097.24136484772,5398171.592274084,81.80214028498648,2.714203264815353
206,164096.1201738318,5398170.790609153,81.5407754521816,2.549223787387646
207,164062.97722558142,5398217.388620167,73.81470468901793,12.138910464714826
208,164062.16915071392,5398218.505891777,73.62633147728485,12.368840550493545
209,164056.99936892575,5398225.653801702,72.421185223435,13.839852190043956
210,164056.17355358138,5398226.755908768,72.22867646592351,14.066661472569564
211,164127.69837752878,5398127.793296997,88.90208303693439,-6.299453281997074
212,164126.8819753524,5398128.90343163,88.71176861655212,-6.070991957962207
213,164120.8744927431,5398137.072333412,87.31134293935816,-4.389864225530715
214,164120.04823289826,5398138.174042781,87.11873056275726,-4.163136787496185
215,164138.941646099,5398149.700440965,91.52304143588469,-1.7910495525450614
216,164137.80659157364,5398148.917223746,91.25844483099667,-1.9522325636697104
217,164120.8744927431,5398137.072333412,87.31134293935816,-4.389864225530715
218,164119.75035575166,5398136.274147226,87.04929135970329,-4.554127791165001
219,164138.941646099,5398149.700440965,91.52304143588469,-1.7910495525450614
220,164138.15864826745,5398150.838087673,91.34051402135566,-1.556926351835159
221,164101.32679015977,5398204.391713947,82.75450833685863,9.464198482123038
222,164100.51844363147,5398205.508750362,82.56607179730858,9.694080165835146
223,164075.87915456435,5398239.557144168,76.82231932699173,16.701105173032133
224,164075.0815482824,5398240.683369424,76.63638648454122,16.932877883960472
225,164079.0072322557,5398241.815479116,77.5515166637395,17.16586158838321
226,164077.89013037813,5398241.00898072,77.291105064547,16.999887403043815
227,164075.87915456435,5398239.557144168,76.82231932699173,16.701105173032133
228,164074.76663000952,5398238.745254,76.5629747638148,16.534021382132096
229,164056.99936892575,5398225.653801702,72.421185223435,13.839852190043956
230,164055.87801781477,5398224.852312407,72.15978307030278,13.674908857865418
231,164062.46515592374,5398161.483617688,73.69533430648588,0.6338816918906502
232,164063.57670943654,5398162.296634289,73.95445250659577,0.8011972984031814
233,164146.82306604716,5398232.198355886,93.36030732344744,15.18669560038299
